Shutter_Speed,Max_Pixel_Luminance,ZIP_File,Light_Source_Pattern,Reference_Pattern,Luminance at 0.062,Luminance at 0.059,Luminance at 0.056,Luminance at 0.052,Luminance at 0.043,Luminance at 0.097,Luminance at 0.063,Luminance at 0.001,Luminance at 0.2,Luminance at 0.1,Luminance at 2.0,Luminance at 0.37,Luminance at 0.626,Luminance at 0.7,Luminance at 0.149,Luminance at 0.129,Luminance at 0.106,Luminance at 0.095,Luminance at 0.376,Luminance at 0.433,Luminance at 0.529,Luminance at 0.515,Adjusted_Alpha,Luminance at 0.504
0.00625,0.5927764705882353,light_lower_filmed.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,0.1262617265308249,
0.008,0.6712188235294116,light_lower_filmed.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,0.1262617265308249,
0.01,0.7622376470588236,light_lower_filmed.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,0.1262617265308249,
0.0008,0.6900839215686274,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.000625,0.611676862745098,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.0005,0.5584494117647057,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.0004,0.4984729411764705,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.0003125,0.4554133333333333,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.00025,0.382518431372549,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.0002,0.3700196078431373,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.00015625,0.3047262745098039,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.000125,0.2795403921568627,okayu_higher.zip,light_lower.zip,orange_lower.zip,,,,,,,,,,,,,,,,,,,,,,,1.394813146794339,
0.0333333333333333,0.784681568627451,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.025,0.6897098039215687,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.02,0.6009137254901961,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.0166666666666666,0.5287490196078432,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.0125,0.4826784313725489,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.01,0.41192,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.008,0.3650203921568627,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.00625,0.3144156862745098,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.005,0.2751796078431372,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.004,0.2403843137254901,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.003125,0.2033976470588235,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.0025,0.1740572549019607,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.002,0.1474196078431372,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.0015625,0.12916,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.00125,0.1098196078431372,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.001,0.0807372549019607,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
0.0008,0.0697701960784313,okayu_lower.zip,light_lower.zip,orange_lower.zip,1.9792131067180887,1.962192554977917,1.944286636837281,1.91886449852025,1.8537055234830564,2.1329183557223392,1.984704467933848,0.6194075232696056,2.381695832482525,2.143384461506497,3.1741741997986215,2.5933489724809813,2.7743240228400925,2.8127813840650284,2.2804598850275712,2.2309051768830175,2.163408016304097,2.125759916473369,2.598884524483538,2.647458421736384,2.7163766053414315,2.707145396590118,0.04158828660538773,2.6997145835756227
